Postcode,Sales per month,Turnover (sale),5yr Price Growth,Crime rate,Population,Population growth (10 year),Degree,Deprivation,Social rent,Acres of green space / 1000 residents,Households,Density,Average Income,State Schools
SE13,0.4651390520955738,7,16,167,40848,9,57,17,25,4.7,2.282903928910747,27782,56000,0.17136701919310615
SE14,0.4438884629353133,6,-6,138,24781,8,51,22,32,1.5,2.4850581628559967,26780,50500,0.3631814696743473
SE15,0.3898270727105456,3,6,129,64131,6,52,23,42,4.6,2.5114940278049733,28681,47600,0.3898270727105456
SE16,0.4800244376077328,6,2,149,45831,6,56,19,36,3.0,2.254020557714061,32163,55200,0.39274726713359953
SE17,0.15753489397901635,3,-14,155,31739,6,49,23,49,3.3,2.4257872210333233,48700,46500,0.3150697879580327
SE18,0.3550856150871933,3,-6,143,76038,13,42,23,30,8.8,2.5930296003273767,22119,47600,0.31563165785528285
SE19,0.6150951588392792,8,5,105,27638,6,52,18,22,14.1,2.17827868852459,16238,53400,0.3980027498371807
SE20,0.4820121817624118,7,20,141,22821,6,48,19,29,18.4,2.1815314023515917,22881,50000,0.2629157355067701
SE21,0.3277184243298158,7,26,81,15257,5,61,14,13,27.5,2.5139232163453618,8634,59900,0.45880579406174216
SE22,0.5389564455822414,8,16,93,29687,6,64,14,18,9.0,2.350142495250158,26738,61900,0.3031630006400108
SE23,0.7125467608811829,10,13,98,33682,8,57,17,21,4.5,2.302413015243694,21177,59100,0.3562733804405914
SE24,0.3198123767389798,9,18,92,18761,5,58,19,25,12.0,2.4089625064201337,18473,61200,0.37311443952880974
SE25,0.5505810078530239,7,11,118,34509,7,42,19,22,10.3,2.304440734557596,19840,48500,0.37671332116259526
SE26,0.38657529432437177,7,10,133,28455,8,52,19,26,13.1,2.275307852230929,20183,52100,0.316288877174486
SE27,0.3745669070137653,6,16,113,21358,4,52,19,26,3.8,2.4073489630297566,24814,52000,0.2341043168836033
SE28,0.20465243195306637,5,12,108,29318,12,42,22,33,4.0,2.7929884728970182,16098,47900,0.37519612524728835
SG1,0.448378041172801,9,17,141,51296,6,32,18,20,15.3,2.3947712418300653,8312,46800,0.38989394884591394
SG2,0.4519720253104334,9,18,80,42038,7,29,18,12,17.8,2.4593693324752826,2402,48300,0.49954802797468956
SG3,0.7078142695356738,9,3,51,7064,6,44,11,12,80.6,2.3344348975545275,1476,54800,0.4246885617214043
SG4,0.41508128675198896,5,12,53,28910,5,38,15,11,31.0,2.3625071504453703,634,53200,0.588031822898651
SG5,0.4471986200728295,7,16,80,31306,8,40,14,12,9.9,2.3329607273269244,1228,51500,0.5430268958027216
SG6,0.4221190375685943,13,24,96,33166,5,36,17,19,11.8,2.3766391974202796,4421,46100,0.45227039739492253
SG7,0.4503152206544581,6,19,76,13324,5,40,13,12,5.0,2.367869202061489,561,50200,0.6004202942059441
SG8,0.5238344683080147,6,15,54,38180,7,41,11,14,28.2,2.456885456885457,394,53600,0.5500261917234154
SG9,0.6309148264984228,4,12,62,9510,9,35,12,10,40.0,2.5332978156632926,276,52400,0.9463722397476341
SG10,1.4360938247965533,7,21,40,2089,9,35,14,6,164.3,2.685089974293059,314,48300,0.9573958831977023
SG11,0.741839762611276,7,15,52,8088,9,35,13,6,55.4,2.540201005025126,276,51700,0.8654797230464886
SG12,0.3367003367003367,4,2,62,29700,9,35,13,9,19.7,2.3832450649975927,901,49400,0.6397306397306397
SG13,0.6148927012236365,5,17,66,16263,9,41,11,7,55.9,2.51749226006192,1020,54200,0.5534034311012728
SG14,0.799190153977303,10,7,105,18769,9,43,12,12,5.2,2.251019429119693,1047,53500,0.4795140923863818
SG15,0.5372492836676218,10,16,72,5584,16,32,14,7,4.0,2.3822525597269624,1551,48200,0.35816618911174786
SG16,0.49252996223936957,7,24,46,6091,15,33,11,7,32.1,2.4983593109105824,1118,50100,0.6567066163191594
SG17,0.487012987012987,5,15,73,12320,16,34,12,9,33.5,2.535501131920148,944,51100,0.487012987012987
SG18,0.4595972257040194,4,7,82,23934,16,33,13,14,6.5,2.4095439444276656,1037,47300,0.4595972257040194
SG19,0.5372566847129809,7,13,70,24197,14,31,13,12,16.7,2.412943757479059,476,50400,0.4546018101417531
SK1,0.44523597506678536,4,51,116,11230,4,28,22,26,40.1,2.0373730043541367,8332,35500,0.44523597506678536
SK2,0.4753658619401718,10,27,111,29451,4,31,19,15,13.2,2.337566473529645,9667,40700,0.3395470442429799
SK3,0.7162554166815887,28,28,4,27923,4,34,20,18,5.6,2.285024549918167,12396,39700,0.46556602084303267
SK4,0.6664734859461026,17,26,110,34510,4,45,16,9,16.0,2.298215237080447,10062,46400,0.4636337293538105
SK5,0.473965739048006,13,30,1,29538,4,26,24,26,27.8,2.214076905779177,11225,35200,0.4062563477554337
SK6,0.7102132612598394,11,20,105,50689,4,35,16,6,22.5,2.302684777177123,2876,42100,0.3551066306299197
SK7,0.6638963338169122,10,20,1,40669,4,39,14,6,18.4,2.4095864438914565,4129,47900,0.3934200496692813
SK8,0.4278331108601157,7,33,1,58434,4,42,14,7,12.9,2.431811561030422,7847,46400,0.4449464352945203
SK9,0.6856359273225917,3,17,76,37921,8,46,11,5,19.3,2.2962940535303376,2744,48800,0.3164473510719654
SK10,0.7621370322383965,9,17,69,39363,8,42,12,5,25.7,2.299912357581069,1061,49700,0.4826867870843178
SK11,0.5422699419771162,8,14,102,36882,8,37,15,5,14.6,2.2200686209594895,513,42600,0.46092945068054875
SK12,0.6299543283111974,6,22,47,19049,8,43,10,5,16.5,2.3511478647247595,1365,47900,0.3674733581815319
SK13,0.6041565973900435,10,39,85,33104,0,32,19,6,7.8,2.3630523235063174,685,44600,0.5739487675205412
SK14,0.6496740801697815,11,22,1,46177,5,25,21,12,17.9,2.33040625788544,4868,35900,0.4547718561188471
SK15,0.39819004524886875,7,19,24,27625,5,27,20,21,16.2,2.338723332204538,2923,38500,0.47058823529411764
SK16,0.5648267008985879,12,45,114,19475,5,22,24,21,13.7,2.2930648769574944,9216,36500,0.5648267008985879
SK17,0.5954246317768724,6,24,101,31910,0,34,15,6,19.7,2.3315797164986116,227,40700,0.7207771858351614
SK22,0.4909581867277637,4,43,70,12221,0,40,12,2,14.5,2.2907216494845364,589,47000,0.7364372800916456
SK23,0.5238649592549476,4,23,65,17180,0,36,12,3,14.0,2.335825968728756,698,47100,0.5820721769499417
SL0,0.5381648578347834,5,14,95,11149,10,37,17,7,117.3,2.5837775202780997,1381,54500,0.3587765718898556
SL1,0.31323860238630863,2,23,151,70234,12,35,20,11,11.5,2.7198234132362624,6570,49400,0.34171483896688215
SL2,0.35791654893095975,7,19,107,53085,11,34,21,11,18.8,2.793212312549329,4509,46800,0.35791654893095975
SL3,0.3098236218381393,4,18,113,45187,11,38,18,10,45.5,2.6107580309683383,3325,52000,0.4426051740544847
SL4,0.43959094905372265,2,14,102,43222,6,43,12,6,26.0,2.3941727136763973,1702,58500,0.5090000462727314
SL5,0.7860984691766654,2,9,51,24170,7,47,8,4,26.0,2.5806107196241723,1756,60800,0.2896152254861399
SL6,0.5171767322188174,3,15,78,77343,6,45,11,6,16.5,2.490677229253212,2223,60400,0.4525296406914653
SL7,0.427370720357092,6,7,53,21059,10,48,9,7,23.4,2.4175180805877625,1304,60400,0.5223419915475569
SL8,0.6267627702914447,6,20,55,6382,10,44,10,5,2.8,2.272792022792023,4288,56800,0.4700720777185835
SL9,0.6669525034538611,6,27,60,20991,10,49,8,5,16.0,2.667217280813215,2107,65200,0.28583678719451194
SM1,0.47040376323010585,9,22,128,38265,10,41,16,9,5.8,2.3375076359193647,19369,54500,0.23520188161505293
SM2,0.4600141542816702,10,21,61,28260,10,49,12,4,11.4,2.30731548007838,10302,59300,0.17692852087756547
SM3,0.332084064708952,6,27,71,21079,10,38,14,6,24.3,2.654117350793251,14471,57200,0.3795246453816595
SM4,0.3306513832249532,10,16,84,36292,8,37,19,17,15.9,2.6330987448305883,15553,52700,0.30309710128954037
SM5,0.44781623728992154,14,21,90,37962,10,40,17,12,15.9,2.528945440010659,9491,54700,0.5005005005005005
SM6,0.41475418901730904,9,3,96,36166,10,39,17,15,14.1,2.4013013744107297,13995,53000,0.3871039097494885
SM7,0.4850183229144212,6,21,53,18556,9,38,10,6,40.9,2.5541637990364765,4129,58200,0.37723647337788313
SN1,0.7809051709503276,9,21,223,29453,11,29,20,17,7.3,2.288144810441268,14551,45600,0.3395239873697077
SN2,0.5097953535794917,12,23,104,41193,11,23,21,17,6.9,2.333352214795514,9847,40300,0.36413953827106543
SN3,0.4848719937936385,9,18,88,51560,11,25,19,13,17.1,2.3586459286367796,5216,41700,0.42668735453840184
SN4,0.4751809342788215,7,22,56,27358,10,29,17,9,42.1,2.3979314576211763,448,46100,0.43862855471891216
SN5,0.576543771810044,9,14,78,32955,11,30,15,6,20.2,2.4119885823025693,1870,48100,0.42482172659687456
SN6,0.51877004338804,6,6,56,21204,12,28,16,9,45.3,2.3967446592065107,292,49100,0.47160913035276364
SN7,0.44749403341288785,5,15,62,13408,14,43,11,10,21.0,2.4080459770114944,290,54600,0.5966587112171838
SN8,0.5005631335252159,5,14,48,23973,8,40,11,9,25.0,2.420781581338988,150,45800,0.5839903224460852
SN9,0.6195786864931846,6,18,55,8070,8,40,11,11,30.1,2.286118980169972,152,45000,0.6195786864931846
SN10,0.6668995522245864,9,20,92,31489,8,33,14,13,15.8,2.368840743248326,378,44900,0.6033853091555781
SN11,0.6666666666666666,5,16,67,22500,8,31,14,6,22.0,2.4600918434288213,561,46100,0.4888888888888889
SN12,0.677182919056724,10,18,78,25104,8,29,15,9,9.6,2.401607194106955,1182,43000,0.3983428935627788
SN13,0.7278461818402377,14,7,47,16487,8,40,12,9,14.1,2.358992702818715,1035,47600,0.3639230909201189
SN14,0.641322549613425,10,22,60,28067,9,38,12,6,29.1,2.534037558685446,384,50000,0.4631773969430292
SN15,0.5694436535504812,8,12,79,35122,8,33,13,6,19.5,2.4754722300535663,585,49300,0.484027105517909
SN16,0.43741342859225774,4,16,49,13717,8,41,12,4,13.3,2.417092511013216,251,49500,0.583217904789677
SN25,0.7396239296788325,9,7,70,35153,11,25,17,15,13.9,2.448662580105879,8041,54500,0.5404944101499161
SN26,1.135718341851221,6,22,85,1761,11,36,8,13,124.1,2.6011816838995565,1175,51300,0.5678591709256104
SO14,0.5509237154295368,7,14,303,27227,5,39,20,23,2.8,2.5620589065587653,14236,37800,0.22036948617181473
SO15,0.5995060070501906,11,3,225,41701,5,36,19,14,9.0,2.3020149047750484,9794,45000,0.2877628833840915
SO16,0.4376037422664856,11,10,128,66270,6,31,20,12,17.8,2.473591877869434,5305,42600,0.4074241738343142
SO17,0.4631773969430292,11,50,131,19431,5,42,16,11,17.5,2.5493308842823406,17027,42700,0.2058566208635685
SO18,0.5708072845882033,14,8,133,36790,5,30,20,18,16.4,2.3685057619262215,8513,42300,0.2989942919271541
SO19,0.5548098434004475,15,10,123,55875,5,25,22,23,6.5,2.339040522438044,12461,40700,0.32214765100671144
SO20,0.6159911297277318,6,25,57,8117,12,49,11,5,140.4,2.4537484885126966,133,56900,0.6159911297277318
SO21,0.3542151604088655,4,24,61,19762,10,48,11,7,93.3,2.57485342019544,198,62000,0.5566238234996458
SO22,0.5604988439711343,7,15,77,28546,10,49,12,18,47.0,2.6914953799736,4143,57800,0.3853429552301548
SO23,0.6342590495175101,6,28,163,22073,10,49,13,23,10.5,2.2875945693854285,3302,50900,0.27182530693607576
SO24,0.5255781359495445,6,16,45,11416,9,44,10,7,17.2,2.429453075122366,160,54200,0.43798177995795373
SO30,0.6182189113164972,9,13,73,32351,9,32,12,10,36.2,2.4320402946925275,3152,53600,0.3091094556582486
SO31,0.6262160892805224,4,16,74,44713,5,35,12,5,22.9,2.406641907530007,3224,52300,0.33547290497170845
SO32,0.6038951235468774,4,9,66,19871,9,42,10,6,43.2,2.4718248538375422,449,54700,0.553570529917971
SO40,0.548533269735273,9,16,81,41930,0,28,15,7,5.8,2.4213200900848877,1974,48400,0.4054376341521584
SO41,0.7982629797560508,2,23,64,31318,0,36,13,5,15.7,2.161352657004831,1085,44700,0.3831662302829044
SO42,0.6027727546714888,6,42,86,4977,0,41,12,4,52.3,2.3767908309455588,80,49500,0.4018485031143259
SO43,0.45641259698767683,3,-13,104,4382,0,32,13,6,98.0,2.2894461859979103,134,47500,0.22820629849383842
SO45,0.5143444965138874,6,18,73,34996,0,26,16,5,24.2,2.3236172896885994,1558,45300,0.4286204137615727
SO50,0.43179757329763807,9,9,102,46318,9,32,13,17,22.7,2.442159654117895,4267,49100,0.32384817997322857
SO51,0.6298862499536849,7,16,76,26989,12,39,11,7,72.2,2.3499346974314324,600,51400,0.44462558820260106
SO52,0.5740528128587831,7,17,57,6968,12,35,13,8,21.7,2.318801996672213,1816,51900,0.28702640642939153
SO53,0.5862569039464346,14,19,49,32409,10,40,11,9,2.1,2.4713283513802042,7473,60700,0.40112314480545525
SP1,0.6475186161602146,11,10,126,21621,8,40,14,12,14.4,2.3028011502822454,5061,45400,0.5550159567087554
SP2,0.6938902959442113,11,16,89,28823,8,35,16,16,13.3,2.307316682676913,1322,42800,0.41633417756652674
SP3,0.4421257405606155,6,21,49,11309,8,38,13,11,31.0,2.265878581446604,106,44600,0.6189760367848617
SP4,0.5760921747479596,10,15,75,31245,8,34,13,9,24.0,2.6670934699103714,470,49100,0.6080972955672908
SP5,0.4499032707967787,5,34,46,22227,8,40,12,6,49.2,2.4337019599255445,149,48800,0.5848742520358123
SP6,0.4965595516776619,5,26,66,14097,0,36,12,8,17.8,2.3605157401205625,237,46500,0.5674966304887565
SP7,0.8727907484180668,7,30,65,13749,5,34,12,4,12.2,2.3965487188426007,318,41900,0.5091279365772056
SP8,0.895933838731909,7,8,56,14510,4,29,14,6,7.4,2.2998890473926137,496,42200,0.4824259131633356
SP9,0.37509377344336087,14,22,71,10664,9,28,11,7,30.7,3.6173677069199455,1158,46900,0.468867216804201
SP10,0.765904879555281,21,12,119,40475,12,28,16,16,8.1,2.4363450309998194,6168,49000,0.4694255713403335
SP11,0.8555417718270094,9,32,88,23377,12,32,13,10,27.2,2.5188018532485725,292,53100,0.7699875946443084
SR1,0.9370314842578711,9,-13,727,5336,0,26,33,59,5.3,2.05626204238921,6086,26600,0.1874062968515742
SR2,0.7177033492822966,10,-9,150,33440,0,29,24,17,5.5,2.2857142857142856,7020,33100,0.4784688995215311
SR3,0.4176891348613794,8,12,102,38306,0,25,23,19,9.6,2.2736229819563154,5573,33000,0.4176891348613794
SR4,0.5503182274967698,17,14,140,41794,0,23,26,20,17.5,2.371290780141844,6735,30500,0.3828300713021008
SR5,0.4914146961900907,19,22,158,34594,0,22,27,29,10.8,2.2659330582301696,4500,28400,0.46250794935537953
SR6,0.6938020351526364,15,17,85,30268,0,29,21,11,8.5,2.2359459259806456,5124,38100,0.363420113651381
SR7,0.7377706495589414,10,6,117,31175,2,22,25,9,16.3,2.298532772985328,2336,33100,0.3528468323977546
SR8,0.8746684724338355,17,18,195,35442,2,19,30,23,8.7,2.3050208116545265,3191,30000,0.5643022402798938
SS0,0.6551489857323111,3,11,132,41212,4,30,20,9,2.2,2.338136843299671,16267,41100,0.31544210424148306
SS1,0.4930031476354811,5,19,279,26369,4,27,22,9,6.6,2.276132930513595,12683,40600,0.18961659524441576
SS2,0.68647372178593,13,21,172,36418,4,24,24,15,23.4,2.3053744381844656,8922,38600,0.3569663353286836
SS3,0.42106740587389035,6,18,96,28499,4,24,22,9,15.8,2.4770969143850503,2709,41500,0.28071160391592687
SS4,0.4813941173638858,7,13,87,20773,3,21,19,6,39.2,2.4267523364485983,772,42100,0.4813941173638858
SS5,0.4612333379456667,7,9,47,21681,3,22,15,2,36.8,2.4595575723199095,2464,45200,0.23061666897283334
SS6,0.6243171531137819,10,14,66,32035,3,24,14,5,11.9,2.493384184308842,6766,47800,0.31215857655689094
SS7,0.6514525355754158,4,18,64,49121,2,22,16,2,22.2,2.423693689248532,5512,44400,0.3664420512611714
SS8,0.5506319156746552,10,21,101,38138,2,14,24,4,10.0,2.403453491303252,5339,36600,0.31464680895694586
SS9,0.700224071702945,4,18,60,49984,4,29,17,5,23.2,2.313110278124855,8191,45100,0.30009603072983354
SS11,0.297548202808855,4,7,80,16804,7,22,16,6,14.2,2.411249820634237,1397,46000,0.41656748393239706
SS12,0.44274724666555976,8,15,95,18069,7,23,15,4,6.1,2.4127386834023232,3473,45800,0.3874038408323648
SS13,0.49870789318583675,10,23,187,22057,7,20,26,23,6.3,2.373251560146331,4215,36800,0.31735956839098695
SS14,0.47742192162323455,10,25,259,25135,7,22,25,36,13.9,2.3922147140001906,8498,37600,0.3580664412174259
SS15,0.4893736017897092,9,17,127,28608,7,25,21,16,6.6,2.3439573945104466,7155,40700,0.3145973154362416
SS16,0.5748098055790364,9,12,133,29575,7,25,22,19,25.5,2.4355595816519804,3741,46000,0.3043110735418428
SS17,0.4920351805154068,7,22,76,32518,11,20,18,9,28.9,2.4988857296549605,1864,45100,0.3382741866043422
ST1,0.9133346864217576,18,10,268,29562,4,23,23,18,22.0,2.237511353315168,8665,32200,0.3720993166903457
ST2,0.4405674508767292,14,25,128,34047,4,19,25,27,40.4,2.2807475884244375,5144,32400,0.3818251240931653
ST3,0.5466256943623685,11,23,130,67688,4,20,24,18,21.2,2.370359994396974,6648,35000,0.33979435054958046
ST4,0.7023951675212475,14,22,152,56948,4,27,21,11,28.4,2.305587044534413,4473,36800,0.31607782538456136
ST5,0.5597809552783694,6,16,109,82175,-1,29,19,7,22.2,2.3605365965758933,2805,38700,0.4137511408579252
ST6,0.6651507417204201,18,11,152,64647,4,20,24,16,30.0,2.3405017921146953,5490,33500,0.38671554751187215
ST7,0.6741446789385966,5,19,51,53401,3,26,20,8,27.0,2.311031289219717,1821,40700,0.48688226812231983
ST8,0.7426845571124424,12,19,70,20197,-1,25,18,4,17.7,2.3279160903642233,2053,39500,0.44561073426746545
ST9,0.4190061174893153,4,16,48,11933,-1,30,13,2,50.8,2.364374876164058,551,42700,0.6704097879829046
ST10,0.47257118103414325,4,26,62,25393,-1,29,15,5,30.2,2.355784395584006,343,40400,0.6300949080455244
ST11,0.3060287667040702,2,18,60,9803,1,24,20,10,11.9,2.318042090328683,1040,43500,0.8160767112108538
ST12,0.8340283569641368,7,-22,67,3597,5,28,18,11,40.1,2.26796973518285,675,47300,0.5560189046427578
ST13,0.6758439156262227,12,25,85,28113,-1,30,17,3,25.0,2.279863758008272,495,38600,0.5691317184220823
ST14,0.4329212564336909,4,15,71,20789,9,31,14,4,30.8,2.5551868239921336,562,41800,0.7215354273894848
ST15,0.7986094799642975,7,15,83,21287,5,38,13,8,19.1,2.3170784804615217,685,45300,0.4697702823319397
ST16,0.5521093826118021,6,13,137,30791,5,32,16,12,12.3,2.3138949425114603,6274,41400,0.32477022506576597
ST17,0.48273584186590107,7,29,73,39359,5,34,15,4,8.0,2.329210557462422,2074,43900,0.5081429914377906
ST18,0.4214582455295322,4,7,58,16609,5,34,15,6,20.8,2.521481706391377,217,48200,0.6622915286892649
ST19,0.5387205387205387,8,22,67,14850,2,30,18,5,6.0,2.3706896551724137,444,43900,0.7407407407407407
ST20,0.4493035794518496,5,36,45,6677,5,36,13,5,5.2,2.3677304964539005,184,45300,0.4493035794518496
ST21,0.6617038875103392,6,7,42,6045,5,37,12,7,9.0,2.394059405940594,163,48800,0.49627791563275436
SW1,0.5509641873278236,1,4,296,52635,-5,61,16,16,3.1,1.9380315917375457,27341,56800,0.26598271112377697
SW2,0.4056047197640118,6,2,116,54240,4,58,18,32,3.9,2.34703591518823,36763,53500,0.27654867256637167
SW3,0.6335701678960944,1,7,194,22097,-9,63,13,17,1.7,1.8833205488792297,25021,59200,0.2715300719554691
SW4,0.5721535361576159,7,2,130,40199,4,65,14,26,5.4,2.3214945714945716,27511,62200,0.3233911291325655
SW5,0.589159465828751,3,-62,179,15276,-9,65,15,15,2.7,1.8640634533251983,48960,55500,0.13092432573972246
SW6,0.5077235522185981,2,14,104,64996,1,61,15,22,2.6,2.2811216790088795,31561,60400,0.26155455720352017
SW7,0.5615969775871752,1,-3,168,19587,-8,69,8,6,29.3,2.1364528795811517,17625,65300,0.0510542706897432
SW8,0.3413746017296313,1,-8,143,35152,5,58,18,33,6.6,2.249008317338452,33648,54800,0.2275830678197542
SW9,0.38031851675778466,7,3,215,42070,4,54,21,44,1.0,2.333980582524272,41762,51600,0.2852388875683385
SW10,0.6482982171799027,3,-12,139,18510,-9,61,15,19,2.4,1.9841354914781861,34853,54800,0.2701242571582928
SW11,0.6129547268787775,2,6,128,70152,7,64,14,19,5.2,2.246805239727124,32329,64700,0.22807617744326605
SW12,0.6077860593071239,8,15,101,31261,6,70,11,15,4.5,2.342700839328537,28238,69600,0.383864879562394
SW13,0.567000567000567,6,4,81,15873,4,64,11,11,16.8,2.3701657458563536,10569,65800,0.189000189000189
SW14,0.5981576743629621,9,24,77,16718,4,66,9,9,10.0,2.3814814814814813,17027,67000,0.29907883718148104
SW15,0.47995763132633806,2,7,97,60422,7,60,15,13,10.0,2.364853228962818,16850,60600,0.2979047366853133
SW16,0.4782576705172541,3,15,103,81546,5,49,18,13,5.5,2.5350037304153195,22787,54900,0.18394525789125157
SW17,0.49561688814546356,3,9,109,64566,7,61,15,16,3.9,2.490203640851589,27655,60000,0.2632964718272775
SW18,0.6517706435817304,3,16,87,59837,7,67,11,13,6.6,2.3885118952578637,24772,68500,0.250681016762204
SW19,0.6069136503919113,4,5,91,77441,7,64,12,13,19.9,2.3607182050969397,13839,67300,0.32282640978293153
SW20,0.4929230335891839,5,9,60,28402,7,60,11,9,45.7,2.431469908398254,13505,68000,0.24646151679459194
SY1,0.7652280379553107,12,20,197,26136,6,30,18,17,7.1,2.296660808435852,7625,38400,0.38261401897765535
SY2,0.7432818753573471,7,24,102,17490,6,35,16,12,10.9,2.3329331732693075,5793,39200,0.40022870211549455
SY3,0.6260994007334306,7,32,67,33541,6,40,13,22,6.7,2.2941860465116277,2399,43800,0.357771086133389
SY4,0.5243838489774515,5,21,53,24791,6,33,16,8,28.4,2.485562462402246,187,42100,0.6050582872816748
SY5,0.48327856176300016,5,37,53,20692,6,39,13,6,20.6,2.4441294590125207,130,42200,0.5799342741156003
SY6,0.7153075822603719,7,43,46,6990,6,40,11,5,30.3,2.2548387096774194,135,42700,0.5722460658082976
SY7,0.6272401433691757,5,8,47,11160,5,35,13,3,6.8,2.2775510204081635,64,41000,0.8960573476702509
SY8,0.4773522859870584,4,23,62,18854,5,33,15,3,13.6,2.207469851305468,192,37700,0.37127400021215656
SY9,1.0642071656615821,10,37,46,2819,6,35,12,6,14.0,2.290008123476848,70,39500,1.0642071656615821
SY10,0.5222613918266092,5,28,40,15318,4,31,16,4,33.6,2.4229674153748815,89,39900,0.4569787178482831
SY11,0.7507225704740813,8,30,100,26641,6,29,17,5,21.1,2.3455714034160944,816,38400,0.3002890281896325
SY12,0.7502813555083157,7,33,66,7997,6,32,14,6,41.8,2.4196671709531015,181,40800,0.6252344629235964
SY13,0.7845598619174643,8,23,76,19119,5,31,16,7,19.3,2.4009795303277657,233,40200,0.4184319263559809
SY14,0.5139626520472845,3,21,57,5837,8,36,15,7,76.6,2.369874137231019,153,42400,0.8566044200788077
SY15,1.1096726465692621,11,3,34,5407,1,33,13,7,19.1,2.3663019693654266,95,38000,0.5548363232846311
SY16,0.7490169152986705,11,25,148,16021,0,27,19,5,10.2,2.3111656087709176,197,32600,0.4369265339242245
SY17,0.5337603416066187,4,17,55,3747,0,31,14,5,15.3,2.305846153846154,62,37000,0.8006405124099278
SY18,0.8605851979345955,7,20,63,4648,0,31,17,3,52.0,2.1862652869238004,50,34700,0.6454388984509467
SY19,1.932367149758454,14,22,38,1035,0,36,16,4,6.3,2.315436241610738,17,34400,1.932367149758454
SY20,0.7232749891508752,8,34,66,6913,-2,37,16,5,107.4,2.2072158365261814,35,35500,0.5786199913207002
SY21,0.5835667600373483,8,23,82,17136,1,30,17,5,24.8,2.3397050791916985,83,35600,0.4084967320261438
SY22,0.338829907386492,3,33,49,8854,1,33,14,4,25.7,2.3711837171933583,112,38600,0.56471651231082
SY23,0.5180508337380605,7,25,112,30885,-6,38,16,3,15.9,2.6478909465020575,157,43900,0.38853812530354537
SY24,0.42498937526561836,3,9,76,4706,-6,40,15,7,28.6,2.30460333006856,126,45600,0.6374840628984276
SY25,0.6818181818181819,6,48,41,4400,-6,36,18,1,11.2,2.2099447513812156,24,41700,0.6818181818181819
TA1,0.7131032726346619,11,19,168,39265,9,34,16,17,8.2,2.2635037758690264,7232,40600,0.33108366229466446
TA2,0.5630841998573519,7,15,93,26639,9,31,15,9,6.3,2.426801494032978,1674,39600,0.5255452532001952
TA3,0.5629045876723895,6,23,38,14212,9,33,15,6,17.7,2.3623670212765955,205,44900,0.6332676611314382
TA4,0.678886625933469,5,22,43,19149,9,36,13,5,12.9,2.3631988152536096,192,41800,0.5744425296360124
TA5,0.48704461328657705,3,12,44,10266,9,27,17,6,35.2,2.3616287094547963,155,41600,0.6818624586012079
TA6,0.6728890818319948,11,20,152,46070,9,22,19,10,7.2,2.346917982679572,2739,37000,0.41241588886477104
TA7,0.4615587498351576,4,26,50,15166,9,24,17,5,11.6,2.400443178220956,245,44300,0.5934326783594883
TA8,1.191753068764152,14,15,81,16782,9,23,19,3,25.2,2.1940122891881293,1566,36000,0.23835061375283043
TA9,0.47709923664122134,4,18,119,12576,9,24,20,5,7.2,2.373725934314836,472,38300,0.5566157760814249
TA10,0.6429489927132448,7,46,61,9332,7,35,12,6,20.9,2.34944612286002,242,43100,0.6429489927132448
TA11,0.8797976465412956,6,18,60,9093,7,36,13,5,27.1,2.3049429657794676,284,41500,0.32992411745298583
TA12,0.7961783439490446,8,28,43,6280,7,31,14,8,8.3,2.3062798384135146,464,40100,0.47770700636942676
TA13,1.2623074981065388,10,49,61,3961,7,35,12,6,4.7,2.1656642974302898,574,42900,0.5049229992426155
TA14,0.974342318934719,10,10,56,3079,7,32,16,15,128.8,2.3063670411985018,708,41300,0.974342318934719
TA16,1.0565240359218173,9,22,20,1893,7,30,14,12,4.1,2.36625,672,41300,0.5282620179609087
TA18,0.7895775759968416,7,24,53,10132,7,28,16,6,7.6,2.2214426660819995,530,38400,0.5921831819976313
TA19,0.8553588230262595,8,24,40,11691,7,32,14,10,13.8,2.2692158385093166,368,40000,0.42767941151312977
TA20,0.7414730598121602,8,31,73,20230,7,26,16,3,11.0,2.2789230595922048,442,37700,0.4448838358872961
TA21,0.8734578010699858,9,26,67,18318,9,32,14,5,8.0,2.3700349333678354,506,40000,0.6550933508024893
TA22,0.7518796992481204,4,59,41,2660,9,32,16,5,12.5,2.05564142194745,59,34700,0.7518796992481204
TA23,0.5456529647144416,3,16,50,5498,9,29,20,8,5.5,2.2223120452708165,346,34500,0.3637686431429611
TA24,0.5895278417921647,3,24,67,18659,9,29,17,12,11.2,2.2266109785202866,137,33000,0.48234096146631655
TF1,0.6183793084906168,9,26,131,37194,11,26,20,14,12.7,2.477122877122877,6720,40000,0.32263268269075657
TF2,0.5196424859696529,6,37,100,38488,11,23,21,17,17.5,2.478140493207134,4591,41400,0.4416961130742049
TF3,0.6306495690561278,12,16,216,23785,11,22,23,20,11.1,2.6258555972620887,5521,39600,0.3783897414336767
TF4,0.6563833278634722,6,16,130,18282,11,24,22,21,17.2,2.4307937774232147,5998,40000,0.601684717208183
TF5,0.37230081906180196,6,71,36,5372,11,29,15,6,28.2,2.710393541876892,3978,44200,0.18615040953090098
TF6,0.5788153579008296,3,34,40,5183,11,28,18,5,48.0,2.485851318944844,129,45000,0.7717538105344395
TF7,0.6753334458889076,15,22,200,17769,11,21,25,21,12.8,2.4789341517857144,5499,34700,0.5627778715740896
